ubigeo,dominio,trabaja,p506,tamanoemp,horas,ingreso,sexo,edad,edociv,educ,informal,anio,id,anoseduc,exp,exp2,sector
150110,8,1,5233,1,60,1310,0,37,1,7,1,2023,71672,13,24,576,3
150110,8,1,8511,1,46,1550,0,33,2,10,0,2023,71675,17,16,256,3
150110,8,1,7491,2,60,3500,1,36,2,6,1,2023,71676,11,25,625,13
150132,8,1,9241,2,5,300,1,37,6,6,1,2023,71680,11,26,676,3
150132,8,1,7493,2,45,1650,1,35,1,10,0,2023,71683,17,18,324,13
150132,8,1,5520,1,48,250,1,23,5,6,1,2023,71689,11,12,144,3
150132,8,1,7493,5,48,925,0,45,1,6,0,2023,71691,11,34,1156,13
150132,8,1,9219,2,70,1300,1,26,1,6,1,2023,71692,11,15,225,3
150132,8,1,6021,1,70,348,1,58,3,6,1,2023,71694,11,47,2209,1
150132,8,1,5232,1,24,540,0,19,1,9,1,2023,71696,16,3,9,3
150132,8,1,1554,5,45,1760,1,33,1,9,0,2023,71699,16,17,289,3
150132,8,1,6519,5,45,2150,0,26,6,10,0,2023,71706,17,9,81,3
150103,8,1,7499,5,40,2200,1,55,4,8,0,2023,71718,15,40,1600,13
150103,8,1,8010,5,30,3000,1,65,2,11,0,2023,71720,19,46,2116,14
150137,8,1,6309,2,60,3750,0,40,1,10,0,2023,71724,17,23,529,2
150137,8,1,5232,1,48,1025,0,37,6,6,1,2023,71727,11,26,676,3
150137,8,1,5259,1,48,513,1,19,1,9,1,2023,71729,16,3,9,3
150137,8,1,5122,5,52,1330,1,36,1,6,0,2023,71730,11,25,625,3
150137,8,1,1810,4,45,1050,1,27,1,10,0,2023,71733,17,10,100,3
150137,8,1,9211,1,2,500,1,21,1,9,1,2023,71734,16,5,25,3
150101,8,1,5232,1,60,790,0,20,1,6,1,2023,71737,11,9,81,3
150101,8,1,9199,1,48,1000,1,43,5,5,1,2023,71745,9,34,1156,3
150101,8,1,5520,1,64,250,0,29,6,4,1,2023,71746,6,23,529,3
150101,8,1,5520,1,48,380,1,31,6,6,1,2023,71747,11,20,400,3
150101,8,1,1810,1,66,390,0,22,1,6,1,2023,71748,11,11,121,3
150101,8,1,5520,1,60,200,0,19,1,6,1,2023,71749,11,8,64,3
150108,8,1,8010,5,30,2284,0,53,3,10,0,2023,71751,17,36,1296,14
150108,8,1,6021,2,72,2000,1,52,5,6,1,2023,71754,11,41,1681,1
150108,8,1,7522,5,84,2600,1,62,2,6,0,2023,71757,11,51,2601,3
150108,8,1,5520,1,45,300,0,50,2,6,1,2023,71758,11,39,1521,3
150108,8,1,9500,1,48,1400,0,29,5,5,1,2023,71760,9,20,400,8
150108,8,1,2422,3,48,1200,1,44,2,6,0,2023,71764,11,33,1089,3
150108,8,1,5520,5,63,1320,1,23,1,6,0,2023,71765,11,12,144,3
150133,8,1,6021,5,48,2550,1,36,6,8,0,2023,71770,15,21,441,1
150133,8,1,5520,5,42,1600,1,24,1,6,0,2023,71773,11,13,169,3
150133,8,1,7495,1,48,280,0,46,6,6,1,2023,71775,11,35,1225,13
150133,8,1,4520,5,48,1160,0,21,1,8,1,2023,71776,15,6,36,3
150133,8,1,5220,1,48,1130,0,21,1,8,1,2023,71777,15,6,36,3
150133,8,1,8512,1,48,1200,0,38,4,9,0,2023,71781,16,22,484,3
150133,8,1,7492,1,72,1100,1,60,1,6,1,2023,71784,11,49,2401,13
150142,8,1,6420,5,40,4626,1,40,6,10,0,2023,71796,17,23,529,3
150143,8,1,1810,1,18,80,0,37,5,6,1,2023,71797,11,26,676,3
150143,8,1,1544,5,48,1000,1,48,1,8,0,2023,71799,15,33,1089,3
150143,8,1,7430,1,44,457,1,34,6,6,0,2023,71803,11,23,529,3
150143,8,1,4520,1,48,780,1,42,1,6,1,2023,71813,11,31,961,3
150143,8,1,6022,1,48,250,0,28,1,5,1,2023,71815,9,19,361,1
150143,8,1,1810,5,48,1131,1,22,1,6,0,2023,71818,11,11,121,3
150143,8,1,9302,1,48,900,0,26,1,6,1,2023,71821,11,15,225,1
150106,8,1,8511,5,36,2370,1,47,6,9,0,2023,71822,16,31,961,3
150106,8,1,8511,5,36,3915,0,56,6,10,0,2023,71823,17,39,1521,3
150106,8,1,9500,1,44,957,0,55,4,6,0,2023,71825,11,44,1936,8
150106,8,1,5520,1,24,450,0,43,6,9,1,2023,71831,16,27,729,3
150106,8,1,111,1,66,250,0,28,5,7,1,2023,71834,13,15,225,3
150106,8,1,4520,1,46,440,1,46,6,4,1,2023,71835,6,40,1600,3
150106,8,1,4520,1,15,130,1,18,1,6,1,2023,71837,11,7,49,3
150106,8,1,2811,1,50,110,1,23,1,6,1,2023,71839,11,12,144,3
150125,8,1,5520,1,55,1200,0,47,6,6,0,2023,71846,11,36,1296,3
150125,8,1,8511,5,48,1025,0,24,1,8,0,2023,71853,15,9,81,3
150125,8,1,4520,1,48,330,1,53,2,6,1,2023,71855,11,42,1764,3
150125,8,1,9500,1,40,1025,0,46,2,5,0,2023,71856,9,37,1369,8
150125,8,1,7411,3,45,1025,0,24,1,8,0,2023,71857,15,9,81,3
150128,8,1,4520,1,55,80,1,48,6,7,1,2023,71863,13,35,1225,3
150128,8,1,5520,1,48,400,0,20,1,6,1,2023,71868,11,9,81,3
150128,8,1,3699,1,66,210,0,25,1,7,1,2023,71869,13,12,144,5
150103,8,1,2422,1,44,870,1,48,6,9,0,2023,71877,16,32,1024,3
150103,8,1,5520,1,72,200,1,18,1,6,1,2023,71882,11,7,49,3
150103,8,1,1810,1,56,1165,1,28,1,6,0,2023,71884,11,17,289,3
150103,8,1,2423,3,48,1000,0,26,1,6,0,2023,71885,11,15,225,3
150103,8,1,1810,3,44,1306,1,61,2,6,0,2023,71887,11,50,2500,3
150103,8,1,1810,5,68,1468,1,28,1,6,0,2023,71889,11,17,289,3
150103,8,1,3110,4,66,5530,1,51,6,10,0,2023,71890,17,34,1156,3
150103,8,1,5232,4,46,330,0,22,1,6,1,2023,71892,11,11,121,3
150103,8,1,5122,1,84,60,1,42,6,5,1,2023,71894,9,33,1089,3
150103,8,1,2610,1,45,545,1,38,2,6,1,2023,71896,11,27,729,3
150103,8,1,4540,1,59,2210,1,47,2,8,0,2023,71898,15,32,1024,7
150103,8,1,6021,1,44,400,0,38,2,5,1,2023,71899,9,29,841,1
150103,8,1,9214,1,12,200,1,22,1,7,1,2023,71907,13,9,81,3
150103,8,1,6420,4,48,1067,0,31,5,6,0,2023,71909,11,20,400,3
150103,8,1,4520,3,45,2270,1,50,6,6,0,2023,71911,11,39,1521,3
150133,8,1,9500,1,35,1200,0,29,5,8,1,2023,71915,15,14,196,8
150133,8,1,8511,5,46,1218,0,29,1,8,0,2023,71918,15,14,196,3
150133,8,1,5259,1,63,245,1,32,1,6,1,2023,71923,11,21,441,3
150133,8,1,5259,1,54,245,0,25,1,6,1,2023,71924,11,14,196,3
150133,8,1,9500,1,56,1025,0,54,2,8,1,2023,71927,15,39,1521,8
150133,8,1,5211,5,24,460,0,20,1,7,0,2023,71931,13,7,49,3
150133,8,1,4520,1,45,385,1,47,6,6,1,2023,71932,11,36,1296,3
150123,8,1,9500,1,41,1025,0,31,6,4,1,2023,71933,6,25,625,8
150123,8,1,9214,1,40,400,1,38,6,3,1,2023,71934,3,35,1225,3
150123,8,1,5520,1,50,50,1,24,1,7,1,2023,71937,13,11,121,3
150123,8,1,4520,1,40,605,1,44,6,5,1,2023,71945,9,35,1225,3
150123,8,1,2912,1,24,275,1,20,1,7,1,2023,71946,13,7,49,3
150123,8,1,2520,3,72,2005,1,37,6,6,0,2023,71950,11,26,676,3
150123,8,1,4530,5,55,3420,1,35,6,6,0,2023,71951,11,24,576,3
150123,8,1,1810,1,27,170,0,35,6,5,1,2023,71952,9,26,676,3
150106,8,1,1810,1,24,110,0,47,6,5,1,2023,71955,9,38,1444,3
150106,8,1,5122,1,48,335,1,59,2,6,1,2023,71957,11,48,2304,3
150106,8,1,7430,2,48,1080,1,26,1,9,0,2023,71959,16,10,100,3
150106,8,1,5252,1,46,390,0,24,1,6,1,2023,71960,11,13,169,3
150106,8,1,6519,2,40,1230,1,47,6,6,0,2023,71963,11,36,1296,3
150106,8,1,9500,1,46,1025,0,41,6,6,0,2023,71964,11,30,900,8
150132,8,1,1810,1,66,275,1,37,6,8,1,2023,71972,15,22,484,3
150132,8,1,1810,1,62,330,1,52,6,3,1,2023,71976,3,49,2401,3
150118,8,1,9199,1,56,1200,1,58,3,6,1,2023,71979,11,47,2209,3
150118,8,1,1513,4,13,1170,0,50,2,3,1,2023,71981,3,47,2209,3
150118,8,1,6023,3,56,1740,1,30,5,8,0,2023,71982,15,15,225,1
150123,8,1,9500,1,48,1000,0,38,2,5,1,2023,71997,9,29,841,8
150123,8,1,2811,1,33,730,1,37,2,3,1,2023,71998,3,34,1156,3
150123,8,1,4520,1,48,2675,1,26,2,6,1,2023,72000,11,15,225,3
150123,8,1,7122,3,56,1720,1,39,2,6,0,2023,72002,11,28,784,3
150123,8,1,2022,4,48,1000,0,45,5,5,0,2023,72005,9,36,1296,1
150123,8,1,5122,5,48,975,1,27,1,7,0,2023,72006,13,14,196,3
150123,8,1,5220,1,52,220,0,21,1,6,1,2023,72007,11,10,100,3
150123,8,1,4530,1,48,440,1,21,1,5,1,2023,72008,9,12,144,3
150123,8,1,7492,1,32,240,1,25,6,4,1,2023,72009,6,19,361,13
150123,8,1,7492,1,6,600,1,46,6,6,1,2023,72011,11,35,1225,13
150123,8,1,5520,1,74,980,0,23,1,7,1,2023,72013,13,10,100,3
150101,8,1,7511,5,32,7500,1,30,1,8,1,2023,72015,15,15,225,3
150101,8,1,5143,5,8,3510,1,55,4,10,0,2023,72016,17,38,1444,3
150101,8,1,1549,5,48,1190,0,20,1,9,0,2023,72018,16,4,16,3
150101,8,1,8021,5,23,3749,1,52,2,11,0,2023,72020,19,33,1089,1
150101,8,1,8021,5,23,3000,0,54,2,10,0,2023,72021,17,37,1369,1
150101,8,1,4520,5,68,6240,1,59,2,11,0,2023,72023,19,40,1600,3
150101,8,1,8010,5,24,1703,0,50,2,8,0,2023,72024,15,35,1225,14
150101,8,1,6309,5,48,4500,1,43,1,8,1,2023,72025,15,28,784,2
150101,8,1,2899,4,60,1800,1,41,2,6,1,2023,72027,11,30,900,3
150136,8,1,5220,1,54,1000,1,46,1,6,0,2023,72030,11,35,1225,3
150136,8,1,7499,2,44,1000,0,50,2,6,1,2023,72032,11,39,1521,13
150136,8,0,5122,5,0,985,1,28,1,8,0,2023,72033,15,13,169,3
150136,8,1,7499,2,43,1100,0,26,1,9,1,2023,72034,16,10,100,13
150136,8,1,5520,2,48,520,1,51,6,8,0,2023,72035,15,36,1296,3
150136,8,1,7411,3,45,1200,0,27,1,10,0,2023,72036,17,10,100,3
150136,8,1,9213,4,40,3900,1,40,2,10,0,2023,72040,17,23,529,3
150136,8,1,8021,2,40,2500,0,41,2,8,1,2023,72041,15,26,676,1
150136,8,1,9500,1,27,1000,0,63,2,8,1,2023,72042,15,48,2304,8
150120,8,0,7499,4,0,1653,0,22,1,9,0,2023,72044,16,6,36,13
150120,8,1,7499,4,30,1392,0,22,1,9,0,2023,72045,16,6,36,13
150120,8,1,2811,5,50,5895,0,40,6,11,0,2023,72046,19,21,441,3
150120,8,1,9241,4,15,3000,1,49,6,11,1,2023,72047,19,30,900,3
150120,8,1,5010,1,48,2490,1,35,1,6,0,2023,72049,11,24,576,8
150120,8,1,2520,4,40,1740,1,23,1,10,0,2023,72050,17,6,36,3
150120,8,1,7220,4,45,3220,1,30,1,10,0,2023,72051,17,13,169,3
150134,8,1,7220,4,40,5135,0,36,6,10,0,2023,72062,17,19,361,3
150134,8,1,7220,4,40,12320,1,36,6,10,0,2023,72063,17,19,361,3
150134,8,1,2423,5,48,5925,0,50,5,10,0,2023,72064,17,33,1089,3
150134,8,1,7512,5,60,2880,0,43,4,10,0,2023,72065,17,26,676,3
150134,8,1,7512,5,50,8000,1,67,2,11,1,2023,72066,19,48,2304,3
150134,8,1,8030,4,45,3480,0,60,2,8,0,2023,72067,15,45,2025,1
150134,8,1,8090,2,64,600,1,35,1,9,1,2023,72068,16,19,361,2
150122,8,1,6519,5,40,6160,0,48,1,10,0,2023,72076,17,31,961,3
150122,8,1,7430,1,40,4000,0,25,1,10,1,2023,72077,17,8,64,3
150122,8,1,9500,1,90,300,0,53,5,6,1,2023,72081,11,42,1764,8
150122,8,1,5520,1,50,600,1,30,1,10,1,2023,72082,17,13,169,3
150122,8,1,5231,1,48,1160,1,27,1,8,0,2023,72083,15,12,144,3
150140,8,1,8511,5,32,6000,1,31,2,10,1,2023,72087,17,14,196,3
150140,8,1,9500,1,45,1500,0,36,1,6,1,2023,72088,11,25,625,8
150140,8,1,9500,1,50,1500,0,50,2,6,1,2023,72093,11,39,1521,8
150140,8,1,9249,2,24,600,1,24,1,8,0,2023,72103,15,9,81,3
150140,8,1,9199,1,48,1100,1,23,1,9,1,2023,72104,16,7,49,3
150140,8,1,8030,5,38,2500,0,49,1,11,0,2023,72106,19,30,900,1
150140,8,1,2423,5,48,10000,1,54,2,11,1,2023,72107,19,35,1225,3
150140,8,1,7493,1,5,300,1,24,6,9,1,2023,72111,16,8,64,13
150140,8,1,7421,1,40,1600,0,25,6,8,1,2023,72112,15,10,100,3
150104,8,1,7220,5,40,6160,1,46,2,10,0,2023,72113,17,29,841,3
150104,8,1,7411,1,40,5550,0,25,2,10,0,2023,72114,17,8,64,3
150104,8,1,8030,5,6,6400,1,38,1,11,0,2023,72115,19,19,361,1
150114,8,1,8511,1,58,1305,0,39,1,8,0,2023,72119,15,24,576,3
150114,8,1,7430,1,57,2610,1,33,1,10,0,2023,72126,17,16,256,3
150114,8,1,2924,5,40,3795,0,31,1,10,0,2023,72127,17,14,196,3
150135,8,1,6302,4,48,2580,1,42,2,6,0,2023,72136,11,31,961,1
150135,8,1,7523,5,29,2000,1,48,6,10,0,2023,72140,17,31,961,3
150135,8,1,7513,5,40,4000,0,44,6,10,0,2023,72141,17,27,729,3
150135,8,1,8021,2,45,1025,0,28,1,9,0,2023,72142,16,12,144,1
150135,8,1,1810,5,54,3940,1,35,2,9,1,2023,72148,16,19,361,3
150117,8,0,5520,1,48,15,1,59,4,7,1,2023,72152,13,46,2116,3
150110,8,1,5232,5,48,990,0,20,1,9,0,2023,72165,16,4,16,3
150110,8,1,1320,5,56,3850,1,41,2,9,0,2023,72166,16,25,625,3
150128,8,1,5231,4,54,1310,0,21,1,6,0,2023,72172,11,10,100,3
150128,8,0,7511,5,0,1879,1,39,2,8,0,2023,72177,15,24,576,3
150128,8,1,7512,5,40,3045,1,75,1,6,0,2023,72184,11,64,4096,3
150103,8,1,9191,1,45,1740,0,55,1,11,0,2023,72188,19,36,1296,3
150103,8,1,1554,1,32,250,1,41,1,6,1,2023,72189,11,30,900,3
150103,8,1,6023,1,40,2175,1,59,2,6,0,2023,72190,11,48,2304,1
150103,8,1,8511,5,36,2610,0,51,2,8,0,2023,72191,15,36,1296,3
150103,8,1,8010,1,25,1305,0,52,5,9,0,2023,72199,16,36,1296,14
150101,8,1,7421,1,33,957,1,52,6,10,0,2023,72205,17,35,1225,3
150101,8,1,4520,1,46,450,1,39,6,6,1,2023,72207,11,28,784,3
150101,8,1,5139,5,44,1358,1,38,6,7,0,2023,72214,13,25,625,3
150101,8,1,6603,5,40,913,1,29,1,10,0,2023,72217,17,12,144,1
150101,8,1,8090,4,48,2200,1,46,6,6,0,2023,72218,11,35,1225,2
150101,8,1,5220,1,60,555,0,45,6,9,1,2023,72219,16,29,841,3
150101,8,1,5220,1,54,575,1,22,1,9,1,2023,72221,16,6,36,3
150116,8,1,8519,1,42,1000,1,65,2,8,0,2023,72227,15,50,2500,3
150116,8,1,5239,1,60,880,0,24,1,6,0,2023,72229,11,13,169,3
150116,8,1,6420,1,50,1580,1,54,5,10,0,2023,72235,17,37,1369,3
150140,8,1,4520,4,48,5350,1,48,2,10,0,2023,72238,17,31,961,3
150140,8,1,5239,3,48,2280,0,37,2,10,0,2023,72239,17,20,400,3
150140,8,1,5520,1,51,247,0,21,6,5,1,2023,72240,9,12,144,3
150140,8,1,6023,1,48,200,1,31,1,6,1,2023,72246,11,20,400,1
150140,8,1,4520,1,48,405,1,41,5,4,1,2023,72248,6,35,1225,3
150133,8,1,5239,4,48,1995,0,23,6,7,0,2023,72251,13,10,100,3
150133,8,1,5239,4,48,1205,1,29,6,7,0,2023,72252,13,16,256,3
150133,8,1,4520,1,40,2385,1,44,2,8,0,2023,72253,15,29,841,3
150133,8,1,6603,2,40,3300,0,37,2,9,0,2023,72254,16,21,441,1
150133,8,1,9500,1,42,930,0,60,3,9,1,2023,72255,16,44,1936,8
150133,8,1,1320,5,24,8750,1,72,2,10,1,2023,72256,17,55,3025,3
150133,8,1,7513,5,30,5005,0,64,2,10,0,2023,72257,17,47,2209,3
150133,8,1,5239,3,48,1275,1,27,1,8,0,2023,72258,15,12,144,3
150133,8,1,1810,1,48,280,0,23,1,6,1,2023,72268,11,12,144,3
150106,8,1,7511,5,55,2380,0,50,1,9,0,2023,72270,16,34,1156,3
150106,8,1,2811,1,65,1365,1,28,1,7,1,2023,72272,13,15,225,3
150106,8,1,7492,3,44,1400,1,21,1,6,0,2023,72273,11,10,100,13
150106,8,1,5252,1,66,165,0,47,3,5,1,2023,72274,9,38,1444,3
150106,8,1,1920,2,48,1475,1,35,1,6,0,2023,72275,11,24,576,3
150106,8,1,9500,1,16,35,0,46,1,6,1,2023,72276,11,35,1225,8
150106,8,0,2929,3,0,2610,1,43,6,0,0,2023,72277,NA,NA,NA,3
150106,8,1,5143,1,30,1580,1,37,6,6,1,2023,72280,11,26,676,3
150106,8,1,9199,1,72,1280,1,49,2,6,1,2023,72282,11,38,1444,3
150125,8,1,4520,1,60,340,1,53,6,6,1,2023,72284,11,42,1764,3
150125,8,1,4520,4,30,4000,1,42,2,6,0,2023,72286,11,31,961,3
150125,8,1,3699,1,56,300,0,41,2,5,1,2023,72287,9,32,1024,5
150125,8,1,5520,1,48,1200,1,24,1,8,1,2023,72288,15,9,81,3
150125,8,1,1554,4,48,950,1,46,6,6,1,2023,72290,11,35,1225,3
150125,8,1,5510,1,48,930,0,53,6,8,1,2023,72291,15,38,1444,8
150125,8,1,7491,2,48,850,1,31,1,6,1,2023,72292,11,20,400,13
150125,8,1,5050,5,48,1131,1,23,1,9,0,2023,72293,16,7,49,8
150125,8,1,6519,1,54,1200,1,25,1,9,1,2023,72297,16,9,81,3
150125,8,1,7010,3,51,609,1,38,5,6,0,2023,72298,11,27,729,13
150125,8,1,7499,3,50,1025,0,17,1,6,1,2023,72306,11,6,36,13
150135,8,1,6603,5,39,2436,1,50,2,7,0,2023,72307,13,37,1369,1
150135,8,1,6420,5,48,1305,0,46,2,7,0,2023,72308,13,33,1089,3
150135,8,1,6420,5,48,1305,0,20,1,8,0,2023,72309,15,5,25,3
150135,8,1,5231,1,72,2125,1,38,1,8,0,2023,72311,15,23,529,3
150135,8,1,2423,2,48,1660,1,26,6,6,0,2023,72313,11,15,225,3
150135,8,1,1549,2,46,2235,1,65,1,8,1,2023,72317,15,50,2500,3
150135,8,1,6719,1,20,600,0,19,1,9,1,2023,72320,16,3,9,3
150110,8,1,7512,5,45,2500,1,23,6,8,1,2023,72322,15,8,64,3
150110,8,1,8021,5,48,816,0,63,5,9,0,2023,72327,16,47,2209,1
150110,8,1,4520,1,54,220,1,22,1,5,1,2023,72331,9,13,169,3
150110,8,1,4520,1,48,440,1,29,5,5,1,2023,72332,9,20,400,3
150132,8,1,8511,5,30,3080,1,63,2,8,0,2023,72342,15,48,2304,3
150132,8,1,8010,1,40,1566,0,32,1,10,0,2023,72345,17,15,225,14
150132,8,1,5259,1,36,145,1,22,1,6,1,2023,72350,11,11,121,3
150132,8,1,7412,1,36,2001,1,28,2,10,0,2023,72353,17,11,121,3
150118,8,1,6022,1,48,1044,1,33,6,6,0,2023,72363,11,22,484,1
150118,8,1,9500,1,48,1000,0,25,1,6,1,2023,72365,11,14,196,8
150118,8,1,4520,1,48,735,1,56,6,5,1,2023,72366,9,47,2209,3
150118,8,1,1543,1,48,1120,0,35,6,5,0,2023,72367,9,26,676,3
150118,8,1,1513,5,40,2465,1,46,1,10,0,2023,72372,17,29,841,3
150118,8,1,1541,1,48,1390,0,40,1,6,1,2023,72373,11,29,841,3
150118,8,1,1541,5,48,1010,1,42,1,6,0,2023,72374,11,31,961,3
150103,8,1,2691,1,48,790,1,44,6,6,1,2023,72388,11,33,1089,3
150103,8,1,2691,1,30,135,1,24,1,7,1,2023,72389,13,11,121,3
150137,8,1,6023,4,84,1740,1,34,5,8,0,2023,72404,15,19,361,1
150137,8,1,7412,1,40,1305,0,30,1,10,0,2023,72405,17,13,169,3
150137,8,1,8512,1,54,250,0,28,1,10,1,2023,72406,17,11,121,3
150137,8,0,122,4,0,2001,1,42,6,8,0,2023,72409,15,27,729,3
150137,8,1,6420,4,48,892,0,38,1,6,0,2023,72413,11,27,729,3
150137,8,1,5252,1,54,305,1,38,6,6,1,2023,72415,11,27,729,3
150101,8,1,7492,4,84,1220,1,50,1,6,0,2023,72418,11,39,1521,13
150101,8,1,5220,1,25,165,0,54,3,6,0,2023,72419,11,43,1849,3
150101,8,1,9302,1,72,250,0,25,1,9,1,2023,72420,16,9,81,1
150101,8,1,5143,1,72,1052,1,35,6,6,1,2023,72422,11,24,576,3
150101,8,1,9302,1,84,50,0,32,6,6,1,2023,72425,11,21,441,1
150101,8,1,5143,1,35,250,1,59,2,6,1,2023,72426,11,48,2304,3
150108,8,1,4520,1,46,565,1,46,5,8,1,2023,72432,15,31,961,3
150108,8,1,5122,1,54,335,1,25,6,6,1,2023,72433,11,14,196,3
150108,8,1,9214,1,46,1200,0,20,6,6,1,2023,72434,11,9,81,3
150108,8,0,9500,1,7,50,0,34,1,5,1,2023,72438,9,25,625,8
150108,8,1,4530,2,48,2280,1,49,2,8,0,2023,72439,15,34,1156,3
150108,8,1,9500,1,40,1200,0,49,2,6,0,2023,72440,11,38,1444,8
150108,8,1,2811,1,56,1365,1,43,2,6,1,2023,72442,11,32,1024,3
150108,8,1,1810,5,58,1195,0,43,6,6,0,2023,72445,11,32,1024,3
150125,8,1,8010,2,40,850,0,28,1,10,1,2023,72462,17,11,121,14
150125,8,1,4520,1,46,340,1,37,6,6,1,2023,72466,11,26,676,3
150125,8,1,2424,2,32,1145,0,42,1,6,1,2023,72467,11,31,961,3
150125,8,1,8022,2,44,850,0,26,6,8,1,2023,72470,15,11,121,1
150132,8,1,5520,3,60,890,1,32,6,6,0,2023,72482,11,21,441,3
150132,8,1,1810,1,55,360,0,43,1,6,1,2023,72485,11,32,1024,3
150132,8,1,8511,5,24,1610,0,31,6,8,0,2023,72486,15,16,256,3
150132,8,1,8010,3,44,1720,0,48,6,8,0,2023,72488,15,33,1089,14
150132,8,1,7492,1,72,1200,1,43,6,9,1,2023,72489,16,27,729,13
150103,8,1,1810,5,78,1220,0,24,6,6,0,2023,72491,11,13,169,3
150103,8,1,1810,5,78,1220,1,25,6,6,0,2023,72492,11,14,196,3
150103,8,1,1810,1,48,320,1,28,6,6,1,2023,72493,11,17,289,3
150103,8,1,5131,1,60,300,0,22,1,7,1,2023,72497,13,9,81,3
150103,8,1,1810,1,35,600,0,19,1,6,1,2023,72498,11,8,64,3
150137,8,1,4530,3,45,1960,1,33,6,8,0,2023,72508,15,18,324,3
150137,8,1,1712,1,45,815,0,31,6,6,0,2023,72510,11,20,400,3
150137,8,1,1711,5,72,1550,1,32,6,6,0,2023,72511,11,21,441,3
150142,8,1,5239,1,48,330,0,56,3,3,1,2023,72515,3,53,2809,3
150142,8,1,1810,1,24,200,0,33,5,6,1,2023,72518,11,22,484,3
150142,8,1,8021,2,6,350,1,25,1,10,1,2023,72523,17,8,64,1
150142,8,1,5239,1,48,2000,0,45,1,9,1,2023,72528,16,29,841,3
150142,8,1,2899,1,40,2695,0,56,5,8,0,2023,72531,15,41,1681,3
150142,8,1,7411,1,40,2610,1,26,1,10,0,2023,72532,17,9,81,3
150142,8,1,7220,1,20,800,1,19,1,9,0,2023,72533,16,3,9,3
150123,8,1,8010,4,40,2850,1,56,2,6,0,2023,72539,11,45,2025,14
150123,8,0,4530,1,10,90,1,42,2,6,1,2023,72541,11,31,961,3
150123,8,1,9500,1,40,1192,0,42,2,6,1,2023,72542,11,31,961,8
150123,8,1,9500,1,48,1300,1,45,5,8,0,2023,72543,15,30,900,8
150106,8,1,6519,5,48,3480,1,26,1,10,0,2023,72550,17,9,81,3
150106,8,1,5520,1,60,240,0,44,2,6,1,2023,72552,11,33,1089,3
150106,8,1,1320,5,63,1965,1,44,2,4,0,2023,72553,6,38,1444,3
150106,8,1,1541,5,66,887,1,45,2,6,0,2023,72557,11,34,1156,3
150103,8,1,5510,3,48,957,1,30,6,7,0,2023,72567,13,17,289,8
150103,8,1,9302,1,57,250,1,24,6,5,1,2023,72569,9,15,225,1
150103,8,1,5252,4,52,1075,1,44,2,6,0,2023,72570,11,33,1089,3
150103,8,1,7491,2,72,1020,1,24,6,7,0,2023,72576,13,11,121,13
150103,8,1,1810,1,45,255,1,47,2,5,1,2023,72578,9,38,1444,3
150126,8,1,5020,1,55,30,1,54,2,6,1,2023,72581,11,43,1849,1
150126,8,1,9500,1,50,512,0,55,2,7,1,2023,72582,13,42,1764,8
150126,8,1,8519,4,48,330,1,34,6,6,0,2023,72587,11,23,529,3
150126,8,1,9249,1,84,800,0,40,6,5,1,2023,72590,9,31,961,3
150126,8,1,4540,1,39,580,1,62,4,5,1,2023,72592,9,53,2809,7
150103,8,1,1320,5,48,3785,1,31,1,10,0,2023,72596,17,14,196,3
150103,8,1,5220,1,60,985,0,47,1,6,1,2023,72599,11,36,1296,3
150103,8,1,1320,5,36,5000,1,42,1,10,1,2023,72603,17,25,625,3
150103,8,1,7220,1,46,3480,0,27,6,10,0,2023,72605,17,10,100,3
150103,8,1,5141,5,60,3680,1,54,1,10,0,2023,72607,17,37,1369,3
150103,8,1,7122,1,60,1500,1,42,2,10,1,2023,72609,17,25,625,3
150121,8,1,4520,4,48,8980,1,46,2,11,0,2023,72614,19,27,729,3
150121,8,1,7513,5,40,3500,0,36,1,10,1,2023,72618,17,19,361,3
150121,8,1,8030,5,40,3045,1,76,2,11,0,2023,72619,19,57,3249,1
150121,8,1,8030,5,40,3045,0,69,2,11,0,2023,72620,19,50,2500,1
150121,8,1,7523,5,40,4740,1,30,1,10,0,2023,72621,17,13,169,3
150113,8,1,7511,5,40,6035,0,33,1,11,0,2023,72624,19,14,196,3
150113,8,1,7511,5,40,6400,0,27,1,11,1,2023,72625,19,8,64,3
150113,8,1,5020,1,48,1180,1,50,4,8,0,2023,72634,15,35,1225,1
150113,8,1,8519,2,30,1200,0,29,1,10,1,2023,72637,17,12,144,3
150130,8,0,8030,4,0,5127,1,67,2,11,0,2023,72639,19,48,2304,1
150130,8,1,8030,5,12,9480,0,66,4,10,1,2023,72642,17,49,2401,1
150130,8,1,7512,5,84,7110,1,34,1,11,1,2023,72643,19,15,225,3
150130,8,1,5520,1,48,2850,1,38,2,8,0,2023,72644,15,23,529,3
150130,8,1,5219,4,48,990,0,35,2,9,0,2023,72645,16,19,361,3
150130,8,1,5231,4,48,3210,0,34,1,9,1,2023,72647,16,18,324,3
150131,8,1,9500,1,48,550,0,73,3,6,1,2023,72649,11,62,3844,8
150131,8,1,2423,2,48,6380,1,52,2,10,0,2023,72652,17,35,1225,3
150141,8,1,7414,2,44,4235,1,44,2,10,0,2023,72659,17,27,729,3
150141,8,1,5122,1,24,5250,0,46,2,6,0,2023,72669,11,35,1225,3
150141,8,1,4520,2,46,3545,1,27,1,10,0,2023,72670,17,10,100,3
