ubigeo,dominio,trabaja,p506,tamanoemp,horas,ingreso,sexo,edad,edociv,educ,informal,anio,id,anoseduc,exp,exp2,sector
150101,8,1,9500,1,10,550,0,19,1,9,1,2023,69632,16,3,9,8
150143,8,1,4020,2,48,890,1,48,6,6,0,2023,69642,11,37,1369,1
150143,8,0,8511,4,0,1100,0,45,6,3,0,2023,69643,3,42,1764,3
150143,8,0,8511,5,0,950,0,20,1,7,0,2023,69646,13,7,49,3
150143,8,1,5131,1,60,330,0,54,5,4,1,2023,69647,6,48,2304,3
150143,8,1,5139,1,51,550,0,31,1,8,1,2023,69653,15,16,256,3
150143,8,1,9500,1,25,70,0,43,6,5,1,2023,69654,9,34,1156,8
150143,8,1,4520,1,44,380,1,40,6,6,1,2023,69655,11,29,841,3
150143,8,1,1531,3,48,1019,1,48,2,4,0,2023,69658,6,42,1764,3
150143,8,1,7493,3,40,300,0,39,2,5,1,2023,69659,9,30,900,13
150143,8,1,5234,5,54,1010,0,25,1,7,0,2023,69660,13,12,144,3
150143,8,1,1549,5,48,1080,1,22,1,6,0,2023,69661,11,11,121,3
150143,8,0,5139,4,4,280,1,20,1,6,1,2023,69665,11,9,81,3
150102,8,1,7511,5,46,1250,1,39,2,6,0,2023,69666,11,28,784,3
150102,8,1,3110,3,48,1280,1,34,6,8,0,2023,69669,15,19,361,3
150102,8,1,8512,1,48,2000,0,31,1,8,1,2023,69671,15,16,256,3
150102,8,1,2893,2,55,570,0,37,5,5,0,2023,69676,9,28,784,3
150102,8,1,4530,4,48,1570,1,46,6,7,0,2023,69679,13,33,1089,3
150132,8,0,4540,1,18,100,1,19,1,6,1,2023,69689,11,8,64,7
150132,8,1,1810,1,36,350,1,24,1,6,1,2023,69696,11,13,169,3
150132,8,1,1810,1,48,300,1,26,6,6,1,2023,69698,11,15,225,3
150132,8,1,1810,1,56,350,0,41,6,6,1,2023,69700,11,30,900,3
150132,8,1,7492,5,72,1568,1,41,6,6,0,2023,69701,11,30,900,13
150132,8,1,9301,2,78,2179,1,48,2,8,0,2023,69703,15,33,1089,3
150132,8,1,2812,2,60,1125,1,24,1,9,0,2023,69705,16,8,64,3
150132,8,1,4530,1,60,1320,1,23,1,8,1,2023,69706,15,8,64,3
150132,8,1,6021,5,52,2280,1,35,6,6,0,2023,69707,11,24,576,1
150132,8,1,4100,5,46,1300,1,41,6,6,0,2023,69709,11,30,900,6
150132,8,1,4530,1,51,3780,1,29,1,7,0,2023,69714,13,16,256,3
150132,8,1,8010,1,30,1100,0,26,1,9,0,2023,69715,16,10,100,14
150132,8,1,4520,1,60,310,1,31,6,7,1,2023,69717,13,18,324,3
150132,8,1,4540,1,27,545,1,33,2,6,0,2023,69719,11,22,484,7
150132,8,1,9219,5,48,575,0,30,2,6,1,2023,69720,11,19,361,3
150109,8,1,2022,1,28,820,0,52,5,4,1,2023,69722,6,46,2116,1
150109,8,1,5211,1,60,280,1,31,1,8,1,2023,69728,15,16,256,3
150109,8,1,4510,1,45,340,1,29,6,5,1,2023,69729,9,20,400,7
150109,8,1,5239,1,16,60,0,23,6,6,1,2023,69730,11,12,144,3
150109,8,1,122,2,48,440,1,48,2,3,1,2023,69731,3,45,2025,3
150109,8,1,9500,1,45,1320,0,44,2,4,1,2023,69732,6,38,1444,8
150109,8,1,4520,1,45,430,1,21,6,5,1,2023,69734,9,12,144,3
150143,8,1,5050,1,63,1145,0,39,1,6,0,2023,69738,11,28,784,8
150143,8,1,122,1,45,1025,0,23,1,9,1,2023,69740,16,7,49,3
150143,8,0,2022,1,8,600,1,59,2,4,1,2023,69741,6,53,2809,1
150143,8,1,1541,1,30,600,0,29,1,7,1,2023,69744,13,16,256,3
150143,8,1,7511,5,48,1080,1,31,2,6,0,2023,69748,11,20,400,3
150143,8,1,7522,5,40,1621,1,58,2,8,0,2023,69750,15,43,1849,3
150143,8,1,5520,1,56,200,0,68,1,10,1,2023,69752,17,51,2601,3
150103,8,1,8010,5,25,2175,0,49,1,10,0,2023,69754,17,32,1024,14
150103,8,1,5520,1,42,1200,0,56,5,6,0,2023,69755,11,45,2025,3
150103,8,1,7122,1,13,300,1,19,1,6,1,2023,69760,11,8,64,3
150121,8,1,6210,3,25,1500,0,27,1,7,0,2023,69762,13,14,196,3
150121,8,1,9241,4,36,2500,1,32,1,7,1,2023,69764,13,19,361,3
150121,8,1,8021,3,40,3500,0,60,1,11,0,2023,69765,19,41,1681,1
150121,8,1,8511,4,17,6930,0,49,1,11,0,2023,69773,19,30,900,3
150136,8,1,6592,1,48,1740,1,32,1,10,0,2023,69774,17,15,225,10
150136,8,1,5520,1,54,1914,1,34,1,6,0,2023,69777,11,23,529,3
150136,8,1,5510,1,48,2267,0,32,1,10,0,2023,69781,17,15,225,8
150136,8,1,5520,5,48,1566,0,29,1,10,0,2023,69783,17,12,144,3
150136,8,1,8511,5,60,3045,0,57,4,10,0,2023,69787,17,40,1600,3
150136,8,1,7491,1,48,2380,1,24,1,10,0,2023,69788,17,7,49,13
150115,8,1,5239,1,72,1025,1,23,1,5,1,2023,69794,9,14,196,3
150115,8,1,5520,5,55,1131,0,21,1,9,0,2023,69795,16,5,25,3
150115,8,1,9199,1,66,960,1,60,2,6,1,2023,69796,11,49,2401,3
150115,8,1,8030,1,30,800,1,22,1,6,1,2023,69798,11,11,121,1
150115,8,1,8030,1,48,1200,1,32,5,9,1,2023,69799,16,16,256,1
150115,8,1,5139,5,48,1480,1,27,1,9,0,2023,69800,16,11,121,3
150115,8,1,7412,1,44,2175,0,30,1,10,0,2023,69803,17,13,169,3
150115,8,1,7492,1,84,750,1,32,1,9,1,2023,69804,16,16,256,13
150115,8,1,5239,1,48,2290,0,27,1,10,1,2023,69805,17,10,100,3
150115,8,1,5239,1,54,630,1,28,1,10,1,2023,69807,17,11,121,3
150115,8,1,4520,1,40,4175,1,51,1,10,0,2023,69808,17,34,1156,3
150115,8,1,7421,1,40,3160,1,55,1,10,0,2023,69809,17,38,1444,3
150115,8,1,5131,1,60,195,0,45,6,6,1,2023,69811,11,34,1156,3
150131,8,1,5150,5,45,7245,1,53,2,10,0,2023,69814,17,36,1296,3
150131,8,1,8021,4,40,3320,0,46,2,11,0,2023,69815,19,27,729,1
150131,8,1,1320,4,48,4810,0,43,1,10,0,2023,69818,17,26,676,3
150131,8,1,5010,5,40,5795,1,46,2,10,0,2023,69819,17,29,841,8
150131,8,0,8520,2,0,2200,0,44,2,10,1,2023,69820,17,27,729,3
150131,8,1,7421,2,48,5530,1,41,1,10,0,2023,69821,17,24,576,3
150131,8,1,9500,1,48,1000,0,45,2,5,1,2023,69822,9,36,1296,8
150122,8,1,3610,1,48,2100,1,56,2,8,0,2023,69824,15,41,1681,5
150122,8,1,3110,2,44,2610,0,60,2,10,0,2023,69825,17,43,1849,3
150122,8,1,7010,1,38,3200,1,55,5,10,0,2023,69828,17,38,1444,13
150122,8,1,6519,5,48,2528,1,48,5,9,0,2023,69829,16,32,1024,3
150122,8,1,5239,1,17,2870,0,63,5,8,1,2023,69833,15,48,2304,3
150140,8,1,1552,4,42,9875,1,46,2,10,0,2023,69834,17,29,841,3
150140,8,1,9500,1,40,1600,0,47,6,4,1,2023,69836,6,41,1681,8
150140,8,1,5020,1,40,3985,0,49,1,10,0,2023,69839,17,32,1024,1
150140,8,1,4020,5,46,2610,1,30,1,10,0,2023,69850,17,13,169,1
150140,8,1,5150,4,48,2790,1,50,2,8,0,2023,69852,15,35,1225,3
150140,8,1,1320,5,54,3200,1,25,6,10,0,2023,69857,17,8,64,3
150140,8,1,6420,3,42,2000,0,21,6,9,0,2023,69858,16,5,25,3
150140,8,1,4020,5,40,2175,1,35,1,8,0,2023,69871,15,20,400,1
150140,8,1,9214,1,2,1000,1,30,1,8,1,2023,69872,15,15,225,3
150140,8,1,9249,5,48,1479,1,55,2,6,0,2023,69877,11,44,1936,3
150114,8,1,4530,1,48,1645,1,30,1,6,1,2023,69879,11,19,361,3
150114,8,1,6412,4,55,1500,1,29,1,6,1,2023,69881,11,18,324,3
150114,8,1,5520,2,46,550,1,22,1,5,0,2023,69882,9,13,169,3
150114,8,1,2423,4,40,9600,1,56,6,11,0,2023,69887,19,37,1369,3
150114,8,1,6519,5,40,3260,0,43,1,10,0,2023,69890,17,26,676,3
150114,8,1,9214,1,24,350,0,23,1,9,1,2023,69893,16,7,49,3
150114,8,1,1551,4,40,5290,0,54,5,10,0,2023,69894,17,37,1369,3
150135,8,0,5234,1,15,160,0,68,3,5,1,2023,69895,9,59,3481,3
150135,8,1,5232,1,54,400,0,28,6,4,1,2023,69898,6,22,484,3
150135,8,1,8511,5,36,2000,0,35,2,10,0,2023,69902,17,18,324,3
150135,8,1,8511,5,40,2220,1,59,1,10,0,2023,69903,17,42,1764,3
150135,8,1,5030,1,40,3160,0,51,1,10,0,2023,69906,17,34,1156,1
150117,8,1,8030,5,40,3520,0,58,4,11,0,2023,69908,19,39,1521,1
150117,8,1,5520,1,36,90,1,70,5,9,1,2023,69911,16,54,2916,3
150117,8,1,7411,3,65,1766,0,28,1,10,0,2023,69912,17,11,121,3
150117,8,1,7499,4,40,1025,1,19,1,6,1,2023,69917,11,8,64,13
150117,8,1,5520,1,56,100,1,23,1,9,1,2023,69928,16,7,49,3
150110,8,1,9500,1,40,350,0,53,5,4,1,2023,69929,6,47,2209,8
150110,8,1,6519,5,44,1940,0,26,1,10,0,2023,69930,17,9,81,3
150110,8,1,7511,5,40,1566,1,36,1,8,0,2023,69932,15,21,441,3
150110,8,1,7499,5,32,1479,0,26,1,9,0,2023,69933,16,10,100,13
150110,8,1,4530,4,58,2640,1,38,1,10,0,2023,69935,17,21,441,3
150110,8,1,7499,4,47,1025,1,26,1,9,1,2023,69939,16,10,100,13
150128,8,1,6309,1,36,300,1,46,5,6,1,2023,69942,11,35,1225,2
150128,8,1,2423,5,40,2050,1,60,2,8,0,2023,69944,15,45,2025,3
150128,8,1,5520,1,48,250,1,67,5,4,1,2023,69948,6,61,3721,3
150132,8,1,5143,1,48,500,1,43,6,6,1,2023,69950,11,32,1024,3
150132,8,1,2423,2,40,3905,0,62,6,10,0,2023,69951,17,45,2025,3
150132,8,1,8512,1,56,1740,0,22,1,10,0,2023,69954,17,5,25,3
150132,8,1,5020,1,48,550,1,67,1,6,1,2023,69960,11,56,3136,1
150132,8,1,7499,5,48,1566,0,29,5,6,0,2023,69961,11,18,324,13
150132,8,1,7493,3,48,2175,1,29,1,10,0,2023,69963,17,12,144,13
150132,8,1,2520,4,40,2450,1,60,6,10,0,2023,69965,17,43,1849,3
150111,8,1,2422,5,40,4345,1,29,1,10,0,2023,69968,17,12,144,3
150111,8,1,5020,1,40,705,1,19,1,6,1,2023,69972,11,8,64,1
150111,8,1,5020,1,54,230,1,18,1,5,1,2023,69973,9,9,81,1
150111,8,1,5211,5,40,1364,1,47,2,8,0,2023,69974,15,32,1024,3
150111,8,1,5139,5,40,1305,0,27,1,8,0,2023,69976,15,12,144,3
150105,8,1,1810,1,36,450,0,34,6,10,1,2023,69985,17,17,289,3
150105,8,1,7491,5,48,1800,1,30,6,6,1,2023,69988,11,19,361,13
150134,8,1,7511,5,40,1200,0,65,5,8,1,2023,69994,15,50,2500,3
150134,8,1,122,1,40,1500,1,44,6,10,1,2023,69997,17,27,729,3
150134,8,1,6603,4,46,1800,1,51,4,7,0,2023,70009,13,38,1444,1
150134,8,1,8010,1,35,2552,0,56,2,8,0,2023,70013,15,41,1681,14
150134,8,1,1810,1,60,270,1,40,6,6,1,2023,70016,11,29,841,3
150108,8,1,8511,5,24,1566,0,64,2,8,0,2023,70021,15,49,2401,3
150108,8,1,8010,1,40,870,0,40,5,10,0,2023,70023,17,23,529,14
150108,8,1,5239,2,40,1965,0,49,5,8,0,2023,70025,15,34,1156,3
150108,8,1,8511,5,40,2175,0,61,6,8,0,2023,70028,15,46,2116,3
150108,8,1,7512,5,45,2784,1,64,6,8,0,2023,70029,15,49,2401,3
150108,8,1,8022,5,20,1914,1,25,1,10,0,2023,70031,17,8,64,1
150108,8,1,7512,5,40,2088,0,61,5,10,0,2023,70032,17,44,1936,3
150108,8,1,1810,4,40,1000,0,32,2,8,1,2023,70035,15,17,289,3
150108,8,1,5010,4,45,800,1,34,2,8,1,2023,70036,15,19,361,8
150108,8,1,7512,5,40,3950,1,69,2,10,0,2023,70037,17,52,2704,3
150108,8,1,7512,5,40,3950,0,66,2,11,0,2023,70038,19,47,2209,3
150108,8,1,7421,1,45,2175,1,33,1,10,0,2023,70039,17,16,256,3
150129,8,1,7511,5,48,1200,0,30,1,8,0,2023,70044,15,15,225,3
150125,8,1,5139,5,45,1750,0,30,1,10,0,2023,70049,17,13,169,3
150125,8,1,5020,1,28,70,1,17,1,5,1,2023,70051,9,8,64,1
150125,8,1,6302,1,60,800,1,52,6,6,1,2023,70052,11,41,1681,1
150125,8,1,5122,1,15,150,0,52,6,6,1,2023,70053,11,41,1681,3
150125,8,1,4520,1,35,2045,0,55,1,11,0,2023,70058,19,36,1296,3
150125,8,1,7412,1,32,1800,0,39,1,10,0,2023,70061,17,22,484,3
150125,8,1,4520,3,12,1150,1,33,1,9,1,2023,70062,16,17,289,3
150125,8,1,8511,5,40,3160,0,62,3,10,0,2023,70063,17,45,2025,3
150125,8,1,6303,5,45,2212,1,32,1,10,0,2023,70064,17,15,225,1
150125,8,1,7430,1,54,2000,1,32,1,10,1,2023,70065,17,15,225,3
150135,8,1,6022,5,58,1950,1,46,2,6,0,2023,70067,11,35,1225,1
150135,8,1,5252,1,50,800,0,27,6,10,1,2023,70072,17,10,100,3
150135,8,1,6412,2,63,850,1,30,6,10,0,2023,70073,17,13,169,3
150135,8,1,6309,4,40,925,1,25,1,10,0,2023,70074,17,8,64,2
150135,8,1,8511,3,60,2000,0,28,1,9,1,2023,70075,16,12,144,3
150135,8,0,7430,1,0,1600,1,50,2,8,0,2023,70076,15,35,1225,3
150135,8,1,5520,1,36,20,0,54,2,8,1,2023,70077,15,39,1521,3
150135,8,1,4520,3,46,435,1,23,6,6,1,2023,70079,11,12,144,3
150117,8,1,3410,4,45,1653,1,27,1,9,1,2023,70081,16,11,121,NA
150117,8,1,9214,1,30,350,0,19,1,7,1,2023,70085,13,6,36,3
150117,8,1,9214,1,24,250,0,17,1,6,1,2023,70086,11,6,36,3
150117,8,1,4520,1,45,360,1,49,6,6,1,2023,70087,11,38,1444,3
150110,8,1,4520,5,50,2625,1,36,2,10,0,2023,70095,17,19,361,3
150110,8,1,5020,1,98,305,1,30,6,6,1,2023,70098,11,19,361,1
150110,8,1,5239,1,27,135,0,48,1,6,1,2023,70101,11,37,1369,3
150110,8,1,2892,1,45,300,1,50,4,6,1,2023,70102,11,39,1521,3
150110,8,1,9500,1,98,800,0,41,6,4,1,2023,70104,6,35,1225,8
150110,8,1,7491,5,48,892,1,26,1,9,1,2023,70105,16,10,100,13
150110,8,1,5252,1,40,120,0,20,1,6,1,2023,70106,11,9,81,3
150110,8,1,8021,5,40,4285,0,49,1,10,0,2023,70108,17,32,1024,1
150110,8,1,5510,4,23,718,1,22,1,9,0,2023,70109,16,6,36,8
150110,8,1,2811,1,32,255,1,60,3,5,1,2023,70111,9,51,2601,3
150110,8,1,7122,1,53,1131,1,32,1,6,0,2023,70112,11,21,441,3
150110,8,1,1920,1,46,165,0,28,5,6,1,2023,70113,11,17,289,3
150128,8,1,8010,5,30,1050,1,51,6,8,0,2023,70116,15,36,1296,14
150128,8,1,9500,1,20,200,0,39,6,7,1,2023,70117,13,26,676,8
150128,8,1,5020,1,36,190,1,31,6,6,1,2023,70123,11,20,400,1
150132,8,1,8511,5,6,2500,0,35,1,11,1,2023,70134,19,16,256,3
150132,8,1,4520,2,56,470,1,27,1,9,1,2023,70135,16,11,121,3
150132,8,1,2899,4,40,980,1,35,1,10,0,2023,70140,17,18,324,3
150132,8,0,7511,5,0,1090,1,40,6,5,0,2023,70144,9,31,961,3
150132,8,1,4520,1,48,450,1,65,3,3,1,2023,70145,3,62,3844,3
150132,8,1,1810,1,72,500,1,39,6,5,1,2023,70147,9,30,900,3
150132,8,1,5131,5,16,80,0,39,6,8,1,2023,70154,15,24,576,3
150132,8,1,6022,4,42,100,1,69,2,10,1,2023,70156,17,52,2704,1
150132,8,1,6519,3,40,2325,1,36,1,10,0,2023,70157,17,19,361,3
150132,8,1,5520,1,84,70,0,52,6,5,1,2023,70165,9,43,1849,3
150103,8,1,7122,1,45,1400,1,46,6,8,0,2023,70167,15,31,961,3
150103,8,1,112,1,48,50,1,67,2,5,1,2023,70169,9,58,3364,3
150103,8,1,112,1,48,45,0,57,2,4,1,2023,70170,6,51,2601,3
150103,8,1,7499,5,48,1914,1,34,2,8,0,2023,70171,15,19,361,13
150103,8,1,9214,1,4,200,1,30,1,9,1,2023,70175,16,14,196,3
150137,8,1,5139,1,48,1200,1,23,1,5,1,2023,70180,9,14,196,3
150137,8,1,5139,1,48,1400,1,29,1,6,1,2023,70181,11,18,324,3
150137,8,1,6021,1,50,2413,0,60,2,10,0,2023,70183,17,43,1849,1
150137,8,1,7491,1,44,1218,1,56,2,6,0,2023,70184,11,45,2025,13
150137,8,1,7491,1,44,913,1,21,1,6,0,2023,70187,11,10,100,13
150137,8,1,7491,1,60,497,1,29,2,4,1,2023,70189,6,23,529,13
150137,8,1,9500,1,60,1500,0,52,1,5,1,2023,70191,9,43,1849,8
150137,8,1,5122,1,60,1350,1,33,1,5,1,2023,70192,9,24,576,3
150101,8,1,2424,1,24,140,1,68,5,8,1,2023,70204,15,53,2809,3
150101,8,1,5239,1,60,1100,1,34,1,6,1,2023,70206,11,23,529,3
150108,8,1,2022,4,44,1762,0,27,1,10,0,2023,70207,17,10,100,1
150108,8,1,5520,5,24,450,0,23,1,10,1,2023,70212,17,6,36,3
150108,8,1,6601,3,48,2900,1,50,2,6,0,2023,70220,11,39,1521,10
150133,8,1,5219,5,48,1050,0,25,1,8,0,2023,70224,15,10,100,3
150133,8,1,7512,5,40,892,0,64,5,6,0,2023,70227,11,53,2809,3
150133,8,1,8021,2,30,1450,0,32,1,10,0,2023,70228,17,15,225,1
150133,8,1,7430,4,40,1500,0,27,1,10,1,2023,70229,17,10,100,3
150133,8,1,7010,1,66,700,0,35,5,6,1,2023,70231,11,24,576,13
150133,8,1,5239,1,60,30,0,39,6,6,1,2023,70233,11,28,784,3
150133,8,1,5520,1,48,200,0,52,2,3,1,2023,70234,3,49,2401,3
150133,8,1,5252,1,78,330,1,39,2,6,1,2023,70237,11,28,784,3
150133,8,1,4520,1,48,690,1,55,2,5,1,2023,70243,9,46,2116,3
150142,8,1,1320,4,70,1680,0,25,1,10,0,2023,70246,17,8,64,3
150142,8,1,8010,3,40,1200,1,36,1,6,1,2023,70252,11,25,625,14
150142,8,0,8511,5,0,1675,0,48,1,10,0,2023,70254,17,31,961,3
150142,8,1,5139,1,60,897,1,37,1,7,0,2023,70259,13,24,576,3
150142,8,1,5139,1,60,892,1,48,1,6,0,2023,70261,11,37,1369,3
150143,8,1,9500,1,48,900,0,52,2,3,1,2023,70263,3,49,2401,8
150143,8,1,8511,5,40,1025,0,27,1,10,1,2023,70264,17,10,100,3
150143,8,1,9500,1,34,280,0,58,1,5,1,2023,70265,9,49,2401,8
150143,8,1,4520,2,48,710,1,29,6,6,1,2023,70269,11,18,324,3
150143,8,1,5211,5,48,1035,0,41,6,6,0,2023,70270,11,30,900,3
150143,8,1,5520,1,40,1000,0,23,1,8,1,2023,70272,15,8,64,3
150143,8,1,5520,1,48,905,0,20,1,6,0,2023,70276,11,9,81,3
150143,8,1,5520,1,24,1025,0,18,1,6,0,2023,70277,11,7,49,3
150102,8,1,8010,5,24,3000,0,32,1,11,0,2023,70278,19,13,169,14
150102,8,1,8010,3,30,1131,0,30,1,9,0,2023,70281,16,14,196,14
150102,8,1,6420,5,40,5500,1,46,5,11,0,2023,70283,19,27,729,3
150102,8,1,9500,1,60,1000,0,52,2,3,1,2023,70285,3,49,2401,8
150102,8,1,7511,5,48,890,0,56,5,6,1,2023,70286,11,45,2025,3
150102,8,1,7492,1,48,1025,1,20,1,6,1,2023,70288,11,9,81,13
150102,8,1,6021,4,80,350,1,57,6,6,1,2023,70290,11,46,2116,1
150102,8,1,3610,1,48,80,1,20,1,6,1,2023,70291,11,9,81,5
150102,8,1,1541,5,72,830,1,43,6,6,0,2023,70294,11,32,1024,3
150125,8,1,5122,2,53,1740,1,49,6,6,0,2023,70296,11,38,1444,3
150125,8,1,5520,1,40,100,0,42,6,5,1,2023,70304,9,33,1089,3
150125,8,1,5020,1,48,390,1,43,6,6,1,2023,70305,11,32,1024,1
150125,8,1,1320,5,84,1500,1,42,6,6,0,2023,70310,11,31,961,3
150125,8,1,9302,1,40,1025,0,18,1,7,1,2023,70312,13,5,25,1
150112,8,1,7122,1,24,800,1,53,2,6,1,2023,70315,11,42,1764,3
150112,8,1,5143,5,48,1570,0,30,6,6,0,2023,70316,11,19,361,3
150112,8,1,8511,5,48,1300,1,34,6,6,1,2023,70317,11,23,529,3
150112,8,0,9199,1,0,1025,0,44,1,5,1,2023,70320,9,35,1225,3
150112,8,1,4520,1,60,340,1,40,5,4,1,2023,70323,6,34,1156,3
150112,8,1,2811,5,48,350,1,47,6,5,1,2023,70327,9,38,1444,3
150112,8,1,5211,5,24,444,0,20,1,6,0,2023,70328,11,9,81,3
150132,8,1,2930,1,47,400,1,45,6,7,0,2023,70333,13,32,1024,3
150132,8,1,9500,1,12,300,0,48,1,6,1,2023,70338,11,37,1369,8
150132,8,1,7010,1,84,1500,1,35,6,8,1,2023,70341,15,20,400,13
150132,8,1,2924,5,48,2272,1,23,1,6,0,2023,70347,11,12,144,3
150109,8,1,1554,5,48,650,1,42,6,6,0,2023,70350,11,31,961,3
150109,8,1,9241,4,42,520,1,50,2,6,0,2023,70352,11,39,1521,3
150109,8,1,5520,4,24,432,0,19,1,9,0,2023,70354,16,3,9,3
150109,8,1,8010,5,25,700,0,25,6,8,1,2023,70355,15,10,100,14
150109,8,1,7491,2,48,895,1,35,6,5,0,2023,70356,9,26,676,13
150109,8,1,9241,4,45,1060,1,38,2,5,0,2023,70357,9,29,841,3
150109,8,1,8030,5,40,2220,1,45,6,11,0,2023,70360,19,26,676,1
150109,8,1,8030,5,48,895,1,26,1,6,0,2023,70362,11,15,225,1
150109,8,0,5520,2,24,445,1,21,1,9,1,2023,70363,16,5,25,3
150109,8,1,5520,5,46,2220,1,29,6,10,0,2023,70364,17,12,144,3
150103,8,1,4520,1,60,355,1,55,6,3,1,2023,70366,3,52,2704,3
150103,8,1,2929,1,60,1050,1,56,6,4,0,2023,70370,6,50,2500,3
150103,8,1,7122,1,60,1100,0,26,1,11,1,2023,70372,19,7,49,3
150103,8,1,5211,3,48,895,0,44,2,5,0,2023,70378,9,35,1225,3
150103,8,1,2892,1,48,275,1,41,6,6,1,2023,70381,11,30,900,3
150103,8,1,1511,1,48,810,0,42,6,3,1,2023,70382,3,39,1521,3
150103,8,1,9500,1,36,150,0,63,6,4,1,2023,70385,6,57,3249,8
150115,8,1,9111,4,40,1392,0,32,6,8,0,2023,70388,15,17,289,3
150115,8,1,5020,1,48,1200,1,37,6,6,1,2023,70392,11,26,676,1
150143,8,1,9500,1,49,1050,0,59,2,5,0,2023,70402,9,50,2500,8
150143,8,1,6021,4,56,2000,1,20,1,6,0,2023,70410,11,9,81,1
150102,8,1,9500,1,32,1387,0,50,2,7,1,2023,70412,13,37,1369,8
150102,8,1,500,1,19,500,1,28,6,6,1,2023,70414,11,17,289,8
150102,8,1,4520,1,50,770,1,29,6,6,1,2023,70415,11,18,324,3
150102,8,1,2221,1,50,615,1,26,6,7,0,2023,70417,13,13,169,3
150102,8,1,2423,1,51,245,0,26,6,6,0,2023,70418,11,15,225,3
150102,8,1,3610,1,66,180,1,18,6,6,1,2023,70423,11,7,49,5
150102,8,1,3610,1,78,275,1,23,1,6,1,2023,70425,11,12,144,5
150132,8,1,5252,1,60,290,1,34,5,6,1,2023,70426,11,23,529,3
150132,8,0,1711,4,0,735,1,38,6,4,0,2023,70428,6,32,1024,3
150132,8,1,5232,1,60,250,1,34,6,6,1,2023,70431,11,23,529,3
150132,8,1,5232,1,60,250,0,33,6,4,1,2023,70432,6,27,729,3
150132,8,1,4520,1,44,190,1,43,6,6,1,2023,70433,11,32,1024,3
150132,8,1,9500,1,20,800,0,39,5,5,1,2023,70435,9,30,900,8
150132,8,0,5231,1,8,95,0,38,6,6,1,2023,70438,11,27,729,3
150132,8,1,4520,1,48,230,1,40,6,6,1,2023,70439,11,29,841,3
150132,8,1,7412,1,30,400,0,39,1,7,1,2023,70440,13,26,676,3
150132,8,1,1810,5,48,1740,1,42,6,6,0,2023,70442,11,31,961,3
150132,8,1,1730,1,40,1305,0,46,6,7,0,2023,70443,13,33,1089,3
150132,8,1,5122,4,60,1460,1,21,1,9,1,2023,70444,16,5,25,3
150132,8,1,5122,4,48,1665,1,19,1,9,1,2023,70446,16,3,9,3
150132,8,1,5122,4,60,1460,1,18,1,6,1,2023,70447,11,7,49,3
150132,8,1,1810,1,64,200,0,41,1,3,1,2023,70448,3,38,1444,3
150132,8,1,1810,1,74,200,0,19,6,7,1,2023,70451,13,6,36,3
150132,8,1,4520,1,60,480,1,34,1,8,1,2023,70452,15,19,361,3
150103,8,1,5520,1,10,70,0,34,5,5,1,2023,70455,9,25,625,3
150103,8,1,4520,1,52,380,1,32,6,6,1,2023,70457,11,21,441,3
150103,8,1,7421,1,44,1200,0,24,1,9,1,2023,70463,16,8,64,3
150103,8,1,2520,1,66,1550,0,46,5,4,0,2023,70464,6,40,1600,3
150103,8,1,2924,1,40,1190,0,23,1,9,0,2023,70465,16,7,49,3
150123,8,1,1810,1,40,275,0,24,1,9,1,2023,70470,16,8,64,3
150123,8,1,9500,1,66,600,0,33,5,6,1,2023,70471,11,22,484,8
150123,8,1,4520,1,28,155,1,24,1,9,1,2023,70473,16,8,64,3
150123,8,1,2811,1,48,390,1,45,6,6,1,2023,70474,11,34,1156,3
150123,8,1,4520,1,45,275,1,27,1,6,1,2023,70476,11,16,256,3
150123,8,1,2899,1,45,405,1,26,1,5,1,2023,70477,9,17,289,3
150101,8,1,8030,3,40,1914,1,34,1,8,0,2023,70486,15,19,361,1
150101,8,1,5149,1,32,3405,1,45,4,8,0,2023,70490,15,30,900,3
150101,8,1,7513,5,40,2550,0,47,1,11,0,2023,70492,19,28,784,3
150136,8,1,5143,4,53,2255,0,55,2,7,0,2023,70509,13,42,1764,3
150136,8,0,7414,5,0,3850,1,34,6,10,0,2023,70511,17,17,289,3
150136,8,1,7412,5,40,2595,0,35,6,10,0,2023,70512,17,18,324,3
150136,8,1,9500,1,30,1000,0,64,5,6,1,2023,70513,11,53,2809,8
150136,8,1,8512,5,40,2310,0,45,2,10,0,2023,70514,17,28,784,3
150136,8,1,4520,5,40,8520,1,47,2,10,0,2023,70516,17,30,900,3
150136,8,1,6519,5,40,6890,1,48,2,10,0,2023,70518,17,31,961,3
150136,8,1,7521,5,40,3987,0,26,1,10,0,2023,70523,17,9,81,3
150136,8,1,5520,2,48,1025,1,22,1,6,1,2023,70524,11,11,121,3
150113,8,1,7523,5,30,13860,1,56,2,11,0,2023,70525,19,37,1369,3
150113,8,1,5259,1,30,910,1,29,1,9,1,2023,70531,16,13,169,3
150113,8,1,1320,4,40,5865,1,50,2,11,0,2023,70534,19,31,961,3
150113,8,1,6519,5,40,2487,0,24,1,10,0,2023,70536,17,7,49,3
150113,8,1,7523,5,24,5000,0,34,6,11,1,2023,70539,19,15,225,3
150113,8,1,5520,1,30,200,1,25,1,9,1,2023,70542,16,9,81,3
150113,8,1,5239,1,30,2510,1,63,5,5,0,2023,70543,9,54,2916,3
